Time | N/A | N/A | N/A | N/A | N/A | N/A | _Vind,_kias | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | elev,stick | ailrn,stick | ruddr,stick | N/A | N/A | N/A | N/A | N/A | N/A | ___Q,rad/s | ___P,rad/s | ___R,rad/s | N/A | N/A | N/A | N/A | N/A | N/A | pitch,__deg | _roll,__deg | N/A | hding,__mag | N/A | N/A | N/A | N/A | N/A | N/A | _beta,__deg | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | __alt,ftmsl | N/A | N/A | N/A | N/A | N/A | N/A | thro1,_part | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | trq_1,ftlb | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | rpm_1,_prop | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | ptch1,__deg | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N1__1,_pcnt | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N2__1,_pcnt | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | ITT_1,__deg | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | v-spd,__fpm | N/A | N/A | N/A | N/A | N/A | N/A |
603.707 | 0.000 | -999.000 | 20.548 | 12.548 | 197.304 | 0.000 | 149.653 | 152.523 | 178.539 | 167.079 | -999.000 | 172.218 | 205.459 | 205.459 | 0.000 | 0.000 | 0.000 | 0.000 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 0.004 | -0.009 | 0.019 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | -9.663 | 10.627 | 301.186 | 285.843 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 10.904 | -1.419 | 300.541 | -20.640 | -999.000 | -999.000 | -999.000 | 0.386 | 0.000 | 47.451 | -122.324 | 10,379.580 | 10,132.210 | 1.000 | 10,484.180 | 47.500 | -122.000 | 0.000 | 1.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 5,894.942 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 400.127 | 2,454.764 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | -4.000 | 1.717 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 96.569 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 96.879 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 694.437 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 167.079 | -6,373.299 | -999.000 | -1,064,846.000 | -999.000 | -999.000 | -999.000 | -999.000 | 
603.858 | 0.000 | -999.000 | 20.548 | 12.548 | 197.304 | 0.000 | 149.731 | 152.592 | 178.576 | 167.134 | -999.000 | 172.308 | 205.501 | 205.501 | 0.000 | 0.000 | 0.000 | 0.000 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 0.004 | -0.014 | 0.019 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | -9.661 | 10.497 | 301.356 | 286.013 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 10.886 | -1.413 | 300.735 | -20.621 | -999.000 | -999.000 | -999.000 | 0.397 | 0.000 | 47.451 | -122.324 | 10,363.570 | 10,117.130 | 1.000 | 10,468.140 | 47.500 | -122.000 | 0.000 | 1.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 5,900.313 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 400.159 | 2,454.964 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | -4.000 | 1.720 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 96.575 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 96.888 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 694.643 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 167.134 | -6,369.055 | -999.000 | -1,064,486.000 | -999.000 | -999.000 | -999.000 | -999.000 | 
603.958 | 0.000 | -999.000 | 20.548 | 12.548 | 197.304 | 0.000 | 149.783 | 152.639 | 178.600 | 167.169 | -999.000 | 172.368 | 205.529 | 205.529 | 0.000 | 0.000 | 0.000 | 0.000 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 0.004 | -0.016 | 0.018 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | -9.660 | 10.392 | 301.465 | 286.122 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 10.876 | -1.409 | 300.863 | -20.610 | -999.000 | -999.000 | -999.000 | 0.404 | 0.000 | 47.451 | -122.324 | 10,352.900 | 10,107.090 | 1.000 | 10,457.450 | 47.500 | -122.000 | 0.000 | 1.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 5,900.604 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 400.164 | 2,454.992 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | -4.000 | 1.722 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 96.571 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 96.890 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 694.749 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 167.169 | -6,366.571 | -999.000 | -1,064,294.000 | -999.000 | -999.000 | -999.000 | -999.000 | 
604.109 | 0.000 | -999.000 | 20.548 | 12.548 | 197.304 | 0.000 | 149.861 | 152.709 | 178.637 | 167.220 | -999.000 | 172.457 | 205.572 | 205.572 | 0.000 | 0.000 | 0.000 | 0.000 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 0.004 | -0.016 | 0.017 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | -9.656 | 10.227 | 301.620 | 286.277 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 10.863 | -1.407 | 301.052 | -20.595 | -999.000 | -999.000 | -999.000 | 0.418 | 0.000 | 47.451 | -122.325 | 10,336.910 | 10,092.000 | 1.000 | 10,441.410 | 47.500 | -122.000 | 0.000 | 1.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 5,902.071 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 400.131 | 2,454.792 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | -4.000 | 1.721 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 96.567 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 96.885 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 694.896 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 167.220 | -6,363.562 | -999.000 | -1,064,113.000 | -999.000 | -999.000 | -999.000 | -999.000 | 
604.260 | 0.000 | -999.000 | 20.548 | 12.548 | 197.304 | 0.000 | 149.938 | 152.778 | 178.673 | 167.269 | -999.000 | 172.546 | 205.614 | 205.614 | 0.000 | 0.000 | 0.000 | 0.000 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 0.003 | -0.015 | 0.016 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | -9.651 | 10.067 | 301.767 | 286.424 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 10.852 | -1.412 | 301.238 | -20.582 | -999.000 | -999.000 | -999.000 | 0.431 | 0.000 | 47.451 | -122.325 | 10,320.930 | 10,077.000 | 1.000 | 10,425.380 | 47.500 | -122.000 | 0.000 | 1.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 5,909.018 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 400.093 | 2,454.560 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | -4.000 | 1.717 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 96.575 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 96.876 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 695.068 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 167.269 | -6,360.810 | -999.000 | -1,063,966.000 | -999.000 | -999.000 | -999.000 | -999.000 | 
604.411 | 0.000 | -999.000 | 20.548 | 12.548 | 197.304 | 0.000 | 150.015 | 152.848 | 178.710 | 167.319 | -999.000 | 172.634 | 205.656 | 205.656 | 0.000 | 0.000 | 0.000 | 0.000 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 0.003 | -0.015 | 0.016 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | -9.648 | 9.911 | 301.912 | 286.569 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 10.839 | -1.416 | 301.422 | -20.568 | -999.000 | -999.000 | -999.000 | 0.442 | 0.000 | 47.451 | -122.325 | 10,304.950 | 10,061.910 | 1.000 | 10,409.360 | 47.500 | -122.000 | 0.000 | 1.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 5,920.300 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 400.061 | 2,454.365 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | -4.000 | 1.714 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 96.594 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 96.868 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 695.270 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 167.319 | -6,357.923 | -999.000 | -1,063,798.000 | -999.000 | -999.000 | -999.000 | -999.000 | 
604.561 | 0.000 | -999.000 | 20.548 | 12.548 | 197.304 | 0.000 | 150.091 | 152.917 | 178.746 | 167.366 | -999.000 | 172.722 | 205.697 | 205.697 | 0.000 | 0.000 | 0.000 | 0.000 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 0.003 | -0.015 | 0.017 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | -9.646 | 9.755 | 302.058 | 286.715 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 10.826 | -1.416 | 301.601 | -20.555 | -999.000 | -999.000 | -999.000 | 0.450 | 0.000 | 47.451 | -122.325 | 10,288.980 | 10,046.940 | 1.000 | 10,393.340 | 47.500 | -122.000 | 0.000 | 1.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 5,932.931 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 400.043 | 2,454.251 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | -4.000 | 1.715 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 96.616 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 96.862 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 695.491 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 167.366 | -6,355.371 | -999.000 | -1,063,674.000 | -999.000 | -999.000 | -999.000 | -999.000 | 
604.712 | 0.000 | -999.000 | 20.548 | 12.548 | 197.304 | 0.000 | 150.167 | 152.986 | 178.782 | 167.413 | -999.000 | 172.809 | 205.738 | 205.738 | 0.000 | 0.000 | 0.000 | 0.000 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 0.003 | -0.015 | 0.017 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | -9.646 | 9.598 | 302.207 | 286.864 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 10.815 | -1.411 | 301.779 | -20.543 | -999.000 | -999.000 | -999.000 | 0.460 | 0.000 | 47.451 | -122.325 | 10,273.010 | 10,031.940 | 1.000 | 10,377.330 | 47.500 | -122.000 | 0.000 | 1.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 5,944.700 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 400.021 | 2,454.115 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | -4.000 | 1.719 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 96.636 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 96.857 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 695.713 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 167.413 | -6,353.241 | -999.000 | -1,063,613.000 | -999.000 | -999.000 | -999.000 | -999.000 | 
604.863 | 0.000 | -999.000 | 20.548 | 12.548 | 197.304 | 0.000 | 150.243 | 153.055 | 178.818 | 167.459 | -999.000 | 172.897 | 205.780 | 205.780 | 0.000 | 0.000 | 0.000 | 0.000 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 0.003 | -0.015 | 0.017 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | -9.646 | 9.441 | 302.356 | 287.013 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 10.803 | -1.403 | 301.953 | -20.531 | -999.000 | -999.000 | -999.000 | 0.471 | 0.000 | 47.451 | -122.325 | 10,257.050 | 10,016.970 | 1.000 | 10,361.330 | 47.500 | -122.000 | 0.000 | 1.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 5,956.441 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 399.995 | 2,453.954 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | -4.000 | 1.723 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 96.656 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 96.852 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 695.939 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 167.459 | -6,351.077 | -999.000 | -1,063,546.000 | -999.000 | -999.000 | -999.000 | -999.000 | 
604.963 | 0.000 | -999.000 | 20.548 | 12.548 | 197.304 | 0.000 | 150.293 | 153.101 | 178.841 | 167.490 | -999.000 | 172.954 | 205.807 | 205.807 | 0.000 | 0.000 | 0.000 | 0.000 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 0.003 | -0.015 | 0.016 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | -9.646 | 9.337 | 302.454 | 287.110 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 10.795 | -1.399 | 302.069 | -20.524 | -999.000 | -999.000 | -999.000 | 0.479 | 0.000 | 47.451 | -122.325 | 10,246.420 | 10,006.920 | 1.000 | 10,350.660 | 47.500 | -122.000 | 0.000 | 1.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 5,964.458 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 399.984 | 2,453.892 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | -4.000 | 1.724 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 96.669 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 96.848 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 696.093 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 167.490 | -6,349.593 | -999.000 | -1,063,492.000 | -999.000 | -999.000 | -999.000 | -999.000 | 
605.114 | 0.000 | -999.000 | 20.548 | 12.548 | 197.304 | 0.000 | 150.368 | 153.170 | 178.877 | 167.535 | -999.000 | 173.041 | 205.848 | 205.848 | 0.000 | 0.000 | 0.000 | 0.000 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 0.003 | -0.015 | 0.016 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | -9.645 | 9.183 | 302.597 | 287.254 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 10.785 | -1.394 | 302.239 | -20.514 | -999.000 | -999.000 | -999.000 | 0.491 | 0.000 | 47.451 | -122.326 | 10,230.460 | 9,991.935 | 1.000 | 10,334.670 | 47.500 | -122.000 | 0.000 | 1.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 5,976.358 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 399.958 | 2,453.730 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | -4.000 | 1.725 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 96.690 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 96.842 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 696.327 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 167.535 | -6,347.944 | -999.000 | -1,063,500.000 | -999.000 | -999.000 | -999.000 | -999.000 | 
605.315 | 0.000 | -999.000 | 20.548 | 12.548 | 197.304 | 0.000 | 150.468 | 153.262 | 178.925 | 167.592 | -999.000 | 173.155 | 205.903 | 205.903 | 0.000 | 0.000 | 0.000 | 0.000 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 0.002 | -0.015 | 0.015 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | -9.644 | 8.980 | 302.782 | 287.439 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 10.774 | -1.390 | 302.463 | -20.502 | -999.000 | -999.000 | -999.000 | 0.509 | 0.000 | 47.451 | -122.326 | 10,209.200 | 9,972.018 | 1.000 | 10,313.360 | 47.500 | -122.000 | 0.000 | 1.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 5,991.950 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 399.937 | 2,453.600 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | -4.000 | 1.724 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 96.716 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 96.836 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 696.645 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 167.592 | -6,346.056 | -999.000 | -1,063,550.000 | -999.000 | -999.000 | -999.000 | -999.000 | 
605.466 | 0.000 | -999.000 | 20.548 | 12.548 | 197.305 | 0.000 | 150.542 | 153.331 | 178.960 | 167.636 | -999.000 | 173.241 | 205.944 | 205.944 | 0.000 | 0.000 | 0.000 | 0.000 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 0.002 | -0.015 | 0.015 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | -9.644 | 8.829 | 302.917 | 287.574 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 10.764 | -1.387 | 302.628 | -20.492 | -999.000 | -999.000 | -999.000 | 0.521 | 0.000 | 47.451 | -122.326 | 10,193.260 | 9,957.045 | 1.000 | 10,297.380 | 47.500 | -122.000 | 0.000 | 1.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 6,002.661 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 399.924 | 2,453.521 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | -4.000 | 1.724 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 96.733 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 96.832 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 696.880 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 167.636 | -6,344.518 | -999.000 | -1,063,568.000 | -999.000 | -999.000 | -999.000 | -999.000 | 
605.617 | 0.000 | -999.000 | 20.548 | 12.548 | 197.305 | 0.000 | 150.616 | 153.399 | 178.995 | 167.678 | -999.000 | 173.326 | 205.984 | 205.984 | 0.000 | 0.000 | 0.000 | 0.000 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 0.002 | -0.015 | 0.015 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | -9.645 | 8.677 | 303.051 | 287.707 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 10.754 | -1.384 | 302.790 | -20.483 | -999.000 | -999.000 | -999.000 | 0.533 | 0.000 | 47.451 | -122.326 | 10,177.320 | 9,942.033 | 1.000 | 10,281.410 | 47.500 | -122.000 | 0.000 | 1.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 6,012.017 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 399.919 | 2,453.488 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | -4.000 | 1.725 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 96.748 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 96.831 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 697.110 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 167.678 | -6,343.108 | -999.000 | -1,063,600.000 | -999.000 | -999.000 | -999.000 | -999.000 | 
605.767 | 0.000 | -999.000 | 20.548 | 12.548 | 197.305 | 0.000 | 150.690 | 153.467 | 179.030 | 167.720 | -999.000 | 173.411 | 206.024 | 206.024 | 0.000 | 0.000 | 0.000 | 0.000 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 0.002 | -0.015 | 0.015 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | -9.646 | 8.526 | 303.181 | 287.838 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 10.743 | -1.381 | 302.949 | -20.475 | -999.000 | -999.000 | -999.000 | 0.546 | 0.000 | 47.452 | -122.326 | 10,161.390 | 9,927.090 | 1.000 | 10,265.440 | 47.500 | -122.000 | 0.000 | 1.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 6,019.733 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 399.907 | 2,453.415 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | -4.000 | 1.726 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 96.759 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 96.829 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 697.326 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 167.720 | -6,341.741 | -999.000 | -1,063,638.000 | -999.000 | -999.000 | -999.000 | -999.000 | 
605.918 | 0.000 | -999.000 | 20.548 | 12.548 | 197.305 | 0.000 | 150.763 | 153.535 | 179.064 | 167.762 | -999.000 | 173.495 | 206.063 | 206.063 | 0.000 | 0.000 | 0.000 | 0.000 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 0.002 | -0.015 | 0.014 | -999.000 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | -9.647 | 8.376 | 303.309 | 287.966 | -999.000 | -999.000 | -999.000 | -999.000 | 0.000 | 10.734 | -1.379 | 303.106 | -20.466 | -999.000 | -999.000 | -999.000 | 0.558 | 0.000 | 47.452 | -122.326 | 10,145.450 | 9,909.291 | 1.000 | 10,249.480 | 47.500 | -122.000 | 0.000 | 1.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 6,027.404 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 399.892 | 2,453.327 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | -4.000 | 1.726 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 96.769 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 96.826 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 50.000 | 0.000 | 697.536 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 167.762 | -6,340.467 | -999.000 | -1,063,686.000 | -999.000 | -999.000 | -999.000 | -999.000 | 
